"ID","trialNum","nHits","setsize","isLaps","true_pCorr","true_pLapse"
2,8,1,4,1,0.748409493481423,0.154007009615244
2,9,1,4,1,0.748409493481423,0.154007009615244
2,10,2,4,1,0.748409493481423,0.154007009615244
2,11,3,4,1,0.748409493481423,0.154007009615244
2,12,4,4,0,0.748409493481423,0.154007009615244
2,13,3,4,0,0.748409493481423,0.154007009615244
2,14,3,4,0,0.748409493481423,0.154007009615244
2,15,4,4,0,0.748409493481423,0.154007009615244
2,16,2,4,0,0.748409493481423,0.154007009615244
2,17,3,4,0,0.748409493481423,0.154007009615244
2,18,4,4,0,0.748409493481423,0.154007009615244
2,19,4,4,0,0.748409493481423,0.154007009615244
2,20,1,4,0,0.748409493481423,0.154007009615244
2,21,2,4,0,0.748409493481423,0.154007009615244
2,22,1,4,0,0.748409493481423,0.154007009615244
2,23,4,4,0,0.748409493481423,0.154007009615244
2,24,3,4,0,0.748409493481423,0.154007009615244
2,25,4,4,0,0.748409493481423,0.154007009615244
2,26,2,4,0,0.748409493481423,0.154007009615244
2,27,4,4,0,0.748409493481423,0.154007009615244
2,28,2,4,0,0.748409493481423,0.154007009615244
2,29,2,4,0,0.748409493481423,0.154007009615244
2,30,3,4,0,0.748409493481423,0.154007009615244
2,31,4,4,0,0.748409493481423,0.154007009615244
2,32,3,4,0,0.748409493481423,0.154007009615244
2,33,2,4,0,0.748409493481423,0.154007009615244
2,34,3,4,0,0.748409493481423,0.154007009615244
2,35,3,4,0,0.748409493481423,0.154007009615244
2,36,2,4,0,0.748409493481423,0.154007009615244
2,37,3,4,0,0.748409493481423,0.154007009615244
2,38,3,4,0,0.748409493481423,0.154007009615244
2,39,2,4,0,0.748409493481423,0.154007009615244
2,40,2,4,0,0.748409493481423,0.154007009615244
2,1,2,8,1,0.726409590837503,0.0667315661389118
2,2,3,8,1,0.726409590837503,0.0667315661389118
2,3,3,8,0,0.726409590837503,0.0667315661389118
2,4,8,8,0,0.726409590837503,0.0667315661389118
2,5,6,8,0,0.726409590837503,0.0667315661389118
2,6,8,8,0,0.726409590837503,0.0667315661389118
2,7,6,8,0,0.726409590837503,0.0667315661389118
2,8,5,8,0,0.726409590837503,0.0667315661389118
2,9,6,8,0,0.726409590837503,0.0667315661389118
2,10,4,8,0,0.726409590837503,0.0667315661389118
2,11,4,8,0,0.726409590837503,0.0667315661389118
2,12,5,8,0,0.726409590837503,0.0667315661389118
2,13,4,8,0,0.726409590837503,0.0667315661389118
2,14,6,8,0,0.726409590837503,0.0667315661389118
2,15,6,8,0,0.726409590837503,0.0667315661389118
2,16,7,8,0,0.726409590837503,0.0667315661389118
2,17,4,8,0,0.726409590837503,0.0667315661389118
2,18,6,8,0,0.726409590837503,0.0667315661389118
2,19,6,8,0,0.726409590837503,0.0667315661389118
2,20,6,8,0,0.726409590837503,0.0667315661389118
2,21,6,8,0,0.726409590837503,0.0667315661389118
2,22,7,8,0,0.726409590837503,0.0667315661389118
2,23,6,8,0,0.726409590837503,0.0667315661389118
2,24,7,8,0,0.726409590837503,0.0667315661389118
2,25,6,8,0,0.726409590837503,0.0667315661389118
2,26,6,8,0,0.726409590837503,0.0667315661389118
2,27,4,8,0,0.726409590837503,0.0667315661389118
2,28,5,8,0,0.726409590837503,0.0667315661389118
2,29,7,8,0,0.726409590837503,0.0667315661389118
2,30,4,8,0,0.726409590837503,0.0667315661389118
2,31,6,8,0,0.726409590837503,0.0667315661389118
2,32,6,8,0,0.726409590837503,0.0667315661389118
2,33,8,8,0,0.726409590837503,0.0667315661389118
2,34,6,8,0,0.726409590837503,0.0667315661389118
2,35,5,8,0,0.726409590837503,0.0667315661389118
2,36,6,8,0,0.726409590837503,0.0667315661389118
2,37,8,8,0,0.726409590837503,0.0667315661389118
2,38,5,8,0,0.726409590837503,0.0667315661389118
2,39,5,8,0,0.726409590837503,0.0667315661389118
2,40,5,8,0,0.726409590837503,0.0667315661389118
3,1,1,4,1,0.55307828057868,0.16268235545087
3,2,3,4,1,0.55307828057868,0.16268235545087
3,3,1,4,1,0.55307828057868,0.16268235545087
3,4,2,4,1,0.55307828057868,0.16268235545087
3,5,2,4,1,0.55307828057868,0.16268235545087
3,6,2,4,1,0.55307828057868,0.16268235545087
3,7,2,4,1,0.55307828057868,0.16268235545087
3,8,1,4,1,0.55307828057868,0.16268235545087
3,9,1,4,1,0.55307828057868,0.16268235545087
3,10,3,4,0,0.55307828057868,0.16268235545087
3,11,2,4,0,0.55307828057868,0.16268235545087
3,12,3,4,0,0.55307828057868,0.16268235545087
3,13,4,4,0,0.55307828057868,0.16268235545087
3,14,2,4,0,0.55307828057868,0.16268235545087
3,15,1,4,0,0.55307828057868,0.16268235545087
3,16,3,4,0,0.55307828057868,0.16268235545087
3,17,2,4,0,0.55307828057868,0.16268235545087
3,18,3,4,0,0.55307828057868,0.16268235545087
3,19,1,4,0,0.55307828057868,0.16268235545087
3,20,2,4,0,0.55307828057868,0.16268235545087
3,21,2,4,0,0.55307828057868,0.16268235545087
3,22,2,4,0,0.55307828057868,0.16268235545087
3,23,3,4,0,0.55307828057868,0.16268235545087
3,24,3,4,0,0.55307828057868,0.16268235545087
3,25,4,4,0,0.55307828057868,0.16268235545087
3,26,1,4,0,0.55307828057868,0.16268235545087
3,27,3,4,0,0.55307828057868,0.16268235545087
3,28,2,4,0,0.55307828057868,0.16268235545087
3,29,2,4,0,0.55307828057868,0.16268235545087
3,30,4,4,0,0.55307828057868,0.16268235545087
3,31,2,4,0,0.55307828057868,0.16268235545087
3,32,2,4,0,0.55307828057868,0.16268235545087
3,33,2,4,0,0.55307828057868,0.16268235545087
3,34,2,4,0,0.55307828057868,0.16268235545087
3,35,1,4,0,0.55307828057868,0.16268235545087
3,36,1,4,0,0.55307828057868,0.16268235545087
3,37,1,4,0,0.55307828057868,0.16268235545087
3,38,4,4,0,0.55307828057868,0.16268235545087
3,39,1,4,0,0.55307828057868,0.16268235545087
3,40,2,4,0,0.55307828057868,0.16268235545087
3,1,5,8,1,0.662781142980868,0.0792049456006373
3,2,7,8,1,0.662781142980868,0.0792049456006373
3,3,7,8,0,0.662781142980868,0.0792049456006373
3,4,3,8,0,0.662781142980868,0.0792049456006373
3,5,6,8,0,0.662781142980868,0.0792049456006373
3,6,6,8,0,0.662781142980868,0.0792049456006373
3,7,3,8,0,0.662781142980868,0.0792049456006373
3,8,3,8,0,0.662781142980868,0.0792049456006373
3,9,6,8,0,0.662781142980868,0.0792049456006373
3,10,4,8,0,0.662781142980868,0.0792049456006373
3,11,4,8,0,0.662781142980868,0.0792049456006373
3,12,4,8,0,0.662781142980868,0.0792049456006373
3,13,4,8,0,0.662781142980868,0.0792049456006373
3,14,4,8,0,0.662781142980868,0.0792049456006373
3,15,7,8,0,0.662781142980868,0.0792049456006373
3,16,8,8,0,0.662781142980868,0.0792049456006373
3,17,6,8,0,0.662781142980868,0.0792049456006373
3,18,4,8,0,0.662781142980868,0.0792049456006373
3,19,1,8,0,0.662781142980868,0.0792049456006373
3,20,5,8,0,0.662781142980868,0.0792049456006373
3,21,5,8,0,0.662781142980868,0.0792049456006373
3,22,6,8,0,0.662781142980868,0.0792049456006373
3,23,5,8,0,0.662781142980868,0.0792049456006373
3,24,6,8,0,0.662781142980868,0.0792049456006373
3,25,7,8,0,0.662781142980868,0.0792049456006373
3,26,5,8,0,0.662781142980868,0.0792049456006373
3,27,4,8,0,0.662781142980868,0.0792049456006373
3,28,4,8,0,0.662781142980868,0.0792049456006373
3,29,6,8,0,0.662781142980868,0.0792049456006373
3,30,6,8,0,0.662781142980868,0.0792049456006373
3,31,5,8,0,0.662781142980868,0.0792049456006373
3,32,3,8,0,0.662781142980868,0.0792049456006373
3,33,5,8,0,0.662781142980868,0.0792049456006373
3,34,6,8,0,0.662781142980868,0.0792049456006373
3,35,5,8,0,0.662781142980868,0.0792049456006373
3,36,5,8,0,0.662781142980868,0.0792049456006373
3,37,3,8,0,0.662781142980868,0.0792049456006373
3,38,3,8,0,0.662781142980868,0.0792049456006373
3,39,6,8,0,0.662781142980868,0.0792049456006373
3,40,6,8,0,0.662781142980868,0.0792049456006373
4,1,2,4,1,0.763791336676774,0.144395068975349
4,2,2,4,1,0.763791336676774,0.144395068975349
4,3,2,4,1,0.763791336676774,0.144395068975349
4,4,4,4,1,0.763791336676774,0.144395068975349
4,5,1,4,1,0.763791336676774,0.144395068975349
4,6,2,4,1,0.763791336676774,0.144395068975349
4,7,2,4,1,0.763791336676774,0.144395068975349
4,8,3,4,0,0.763791336676774,0.144395068975349
4,9,2,4,0,0.763791336676774,0.144395068975349
4,10,3,4,0,0.763791336676774,0.144395068975349
4,11,3,4,0,0.763791336676774,0.144395068975349
4,12,2,4,0,0.763791336676774,0.144395068975349
4,13,0,4,0,0.763791336676774,0.144395068975349
4,14,3,4,0,0.763791336676774,0.144395068975349
4,15,3,4,0,0.763791336676774,0.144395068975349
4,16,2,4,0,0.763791336676774,0.144395068975349
4,17,2,4,0,0.763791336676774,0.144395068975349
4,18,3,4,0,0.763791336676774,0.144395068975349
4,19,4,4,0,0.763791336676774,0.144395068975349
4,20,3,4,0,0.763791336676774,0.144395068975349
4,21,3,4,0,0.763791336676774,0.144395068975349
4,22,4,4,0,0.763791336676774,0.144395068975349
4,23,4,4,0,0.763791336676774,0.144395068975349
4,24,3,4,0,0.763791336676774,0.144395068975349
4,25,3,4,0,0.763791336676774,0.144395068975349
4,26,4,4,0,0.763791336676774,0.144395068975349
4,27,2,4,0,0.763791336676774,0.144395068975349
4,28,4,4,0,0.763791336676774,0.144395068975349
4,29,2,4,0,0.763791336676774,0.144395068975349
4,30,3,4,0,0.763791336676774,0.144395068975349
4,31,4,4,0,0.763791336676774,0.144395068975349
4,32,4,4,0,0.763791336676774,0.144395068975349
4,33,2,4,0,0.763791336676774,0.144395068975349
4,34,4,4,0,0.763791336676774,0.144395068975349
4,35,4,4,0,0.763791336676774,0.144395068975349
4,36,4,4,0,0.763791336676774,0.144395068975349
4,37,2,4,0,0.763791336676774,0.144395068975349
4,38,3,4,0,0.763791336676774,0.144395068975349
4,39,4,4,0,0.763791336676774,0.144395068975349
4,40,4,4,0,0.763791336676774,0.144395068975349
4,1,3,8,1,0.728742854333599,0.0649144753439908
4,2,5,8,0,0.728742854333599,0.0649144753439908
4,3,4,8,0,0.728742854333599,0.0649144753439908
4,4,7,8,0,0.728742854333599,0.0649144753439908
4,5,5,8,0,0.728742854333599,0.0649144753439908
4,6,5,8,0,0.728742854333599,0.0649144753439908
4,7,8,8,0,0.728742854333599,0.0649144753439908
4,8,7,8,0,0.728742854333599,0.0649144753439908
4,9,5,8,0,0.728742854333599,0.0649144753439908
4,10,4,8,0,0.728742854333599,0.0649144753439908
4,11,5,8,0,0.728742854333599,0.0649144753439908
4,12,6,8,0,0.728742854333599,0.0649144753439908
4,13,6,8,0,0.728742854333599,0.0649144753439908
4,14,5,8,0,0.728742854333599,0.0649144753439908
4,15,7,8,0,0.728742854333599,0.0649144753439908
4,16,7,8,0,0.728742854333599,0.0649144753439908
4,17,7,8,0,0.728742854333599,0.0649144753439908
4,18,7,8,0,0.728742854333599,0.0649144753439908
4,19,8,8,0,0.728742854333599,0.0649144753439908
4,20,8,8,0,0.728742854333599,0.0649144753439908
4,21,6,8,0,0.728742854333599,0.0649144753439908
4,22,8,8,0,0.728742854333599,0.0649144753439908
4,23,7,8,0,0.728742854333599,0.0649144753439908
4,24,5,8,0,0.728742854333599,0.0649144753439908
4,25,7,8,0,0.728742854333599,0.0649144753439908
4,26,7,8,0,0.728742854333599,0.0649144753439908
4,27,6,8,0,0.728742854333599,0.0649144753439908
4,28,7,8,0,0.728742854333599,0.0649144753439908
4,29,4,8,0,0.728742854333599,0.0649144753439908
4,30,8,8,0,0.728742854333599,0.0649144753439908
4,31,4,8,0,0.728742854333599,0.0649144753439908
4,32,5,8,0,0.728742854333599,0.0649144753439908
4,33,8,8,0,0.728742854333599,0.0649144753439908
4,34,7,8,0,0.728742854333599,0.0649144753439908
4,35,6,8,0,0.728742854333599,0.0649144753439908
4,36,7,8,0,0.728742854333599,0.0649144753439908
4,37,8,8,0,0.728742854333599,0.0649144753439908
4,38,6,8,0,0.728742854333599,0.0649144753439908
4,39,6,8,0,0.728742854333599,0.0649144753439908
4,40,5,8,0,0.728742854333599,0.0649144753439908
5,1,4,4,1,0.713187791925749,0.160311093394575
5,2,0,4,1,0.713187791925749,0.160311093394575
5,3,1,4,1,0.713187791925749,0.160311093394575
5,4,2,4,1,0.713187791925749,0.160311093394575
5,5,1,4,1,0.713187791925749,0.160311093394575
5,6,2,4,0,0.713187791925749,0.160311093394575
5,7,1,4,0,0.713187791925749,0.160311093394575
5,8,4,4,0,0.713187791925749,0.160311093394575
5,9,4,4,0,0.713187791925749,0.160311093394575
5,10,2,4,0,0.713187791925749,0.160311093394575
5,11,3,4,0,0.713187791925749,0.160311093394575
5,12,3,4,0,0.713187791925749,0.160311093394575
5,13,4,4,0,0.713187791925749,0.160311093394575
5,14,4,4,0,0.713187791925749,0.160311093394575
5,15,4,4,0,0.713187791925749,0.160311093394575
5,16,2,4,0,0.713187791925749,0.160311093394575
5,17,3,4,0,0.713187791925749,0.160311093394575
5,18,4,4,0,0.713187791925749,0.160311093394575
5,19,3,4,0,0.713187791925749,0.160311093394575
5,20,3,4,0,0.713187791925749,0.160311093394575
5,21,2,4,0,0.713187791925749,0.160311093394575
5,22,3,4,0,0.713187791925749,0.160311093394575
5,23,3,4,0,0.713187791925749,0.160311093394575
5,24,4,4,0,0.713187791925749,0.160311093394575
5,25,2,4,0,0.713187791925749,0.160311093394575
5,26,2,4,0,0.713187791925749,0.160311093394575
5,27,2,4,0,0.713187791925749,0.160311093394575
5,28,2,4,0,0.713187791925749,0.160311093394575
5,29,4,4,0,0.713187791925749,0.160311093394575
5,30,2,4,0,0.713187791925749,0.160311093394575
5,31,4,4,0,0.713187791925749,0.160311093394575
5,32,3,4,0,0.713187791925749,0.160311093394575
5,33,4,4,0,0.713187791925749,0.160311093394575
5,34,3,4,0,0.713187791925749,0.160311093394575
5,35,3,4,0,0.713187791925749,0.160311093394575
5,36,3,4,0,0.713187791925749,0.160311093394575
5,37,2,4,0,0.713187791925749,0.160311093394575
5,38,1,4,0,0.713187791925749,0.160311093394575
5,39,3,4,0,0.713187791925749,0.160311093394575
5,40,2,4,0,0.713187791925749,0.160311093394575
5,1,6,8,1,0.734218755705781,0.0789156157404089
5,2,7,8,0,0.734218755705781,0.0789156157404089
5,3,8,8,0,0.734218755705781,0.0789156157404089
5,4,6,8,0,0.734218755705781,0.0789156157404089
5,5,6,8,0,0.734218755705781,0.0789156157404089
5,6,6,8,0,0.734218755705781,0.0789156157404089
5,7,8,8,0,0.734218755705781,0.0789156157404089
5,8,8,8,0,0.734218755705781,0.0789156157404089
5,9,6,8,0,0.734218755705781,0.0789156157404089
5,10,3,8,0,0.734218755705781,0.0789156157404089
5,11,4,8,0,0.734218755705781,0.0789156157404089
5,12,6,8,0,0.734218755705781,0.0789156157404089
5,13,4,8,0,0.734218755705781,0.0789156157404089
5,14,7,8,0,0.734218755705781,0.0789156157404089
5,15,5,8,0,0.734218755705781,0.0789156157404089
5,16,7,8,0,0.734218755705781,0.0789156157404089
5,17,7,8,0,0.734218755705781,0.0789156157404089
5,18,5,8,0,0.734218755705781,0.0789156157404089
5,19,5,8,0,0.734218755705781,0.0789156157404089
5,20,5,8,0,0.734218755705781,0.0789156157404089
5,21,6,8,0,0.734218755705781,0.0789156157404089
5,22,5,8,0,0.734218755705781,0.0789156157404089
5,23,5,8,0,0.734218755705781,0.0789156157404089
5,24,5,8,0,0.734218755705781,0.0789156157404089
5,25,4,8,0,0.734218755705781,0.0789156157404089
5,26,7,8,0,0.734218755705781,0.0789156157404089
5,27,5,8,0,0.734218755705781,0.0789156157404089
5,28,6,8,0,0.734218755705781,0.0789156157404089
5,29,5,8,0,0.734218755705781,0.0789156157404089
5,30,5,8,0,0.734218755705781,0.0789156157404089
5,31,5,8,0,0.734218755705781,0.0789156157404089
5,32,3,8,0,0.734218755705781,0.0789156157404089
5,33,3,8,0,0.734218755705781,0.0789156157404089
5,34,4,8,0,0.734218755705781,0.0789156157404089
5,35,8,8,0,0.734218755705781,0.0789156157404089
5,36,5,8,0,0.734218755705781,0.0789156157404089
5,37,7,8,0,0.734218755705781,0.0789156157404089
5,38,6,8,0,0.734218755705781,0.0789156157404089
5,39,7,8,0,0.734218755705781,0.0789156157404089
5,40,4,8,0,0.734218755705781,0.0789156157404089
6,1,2,4,1,0.777754073922503,0.152847383198272
6,2,2,4,1,0.777754073922503,0.152847383198272
6,3,2,4,1,0.777754073922503,0.152847383198272
6,4,2,4,1,0.777754073922503,0.152847383198272
6,5,1,4,1,0.777754073922503,0.152847383198272
6,6,3,4,0,0.777754073922503,0.152847383198272
6,7,3,4,0,0.777754073922503,0.152847383198272
6,8,4,4,0,0.777754073922503,0.152847383198272
6,9,3,4,0,0.777754073922503,0.152847383198272
6,10,3,4,0,0.777754073922503,0.152847383198272
6,11,3,4,0,0.777754073922503,0.152847383198272
6,12,4,4,0,0.777754073922503,0.152847383198272
6,13,1,4,0,0.777754073922503,0.152847383198272
6,14,3,4,0,0.777754073922503,0.152847383198272
6,15,4,4,0,0.777754073922503,0.152847383198272
6,16,4,4,0,0.777754073922503,0.152847383198272
6,17,4,4,0,0.777754073922503,0.152847383198272
6,18,4,4,0,0.777754073922503,0.152847383198272
6,19,4,4,0,0.777754073922503,0.152847383198272
6,20,3,4,0,0.777754073922503,0.152847383198272
6,21,3,4,0,0.777754073922503,0.152847383198272
6,22,3,4,0,0.777754073922503,0.152847383198272
6,23,3,4,0,0.777754073922503,0.152847383198272
6,24,4,4,0,0.777754073922503,0.152847383198272
6,25,4,4,0,0.777754073922503,0.152847383198272
6,26,3,4,0,0.777754073922503,0.152847383198272
6,27,2,4,0,0.777754073922503,0.152847383198272
6,28,3,4,0,0.777754073922503,0.152847383198272
6,29,3,4,0,0.777754073922503,0.152847383198272
6,30,3,4,0,0.777754073922503,0.152847383198272
6,31,3,4,0,0.777754073922503,0.152847383198272
6,32,2,4,0,0.777754073922503,0.152847383198272
6,33,4,4,0,0.777754073922503,0.152847383198272
6,34,3,4,0,0.777754073922503,0.152847383198272
6,35,4,4,0,0.777754073922503,0.152847383198272
6,36,3,4,0,0.777754073922503,0.152847383198272
6,37,4,4,0,0.777754073922503,0.152847383198272
6,38,2,4,0,0.777754073922503,0.152847383198272
6,39,2,4,0,0.777754073922503,0.152847383198272
6,40,4,4,0,0.777754073922503,0.152847383198272
6,1,6,8,1,0.735937890612558,0.0675845264569903
6,2,1,8,1,0.735937890612558,0.0675845264569903
6,3,3,8,1,0.735937890612558,0.0675845264569903
6,4,2,8,1,0.735937890612558,0.0675845264569903
6,5,3,8,1,0.735937890612558,0.0675845264569903
6,6,5,8,1,0.735937890612558,0.0675845264569903
6,7,6,8,0,0.735937890612558,0.0675845264569903
6,8,8,8,0,0.735937890612558,0.0675845264569903
6,9,5,8,0,0.735937890612558,0.0675845264569903
6,10,7,8,0,0.735937890612558,0.0675845264569903
6,11,4,8,0,0.735937890612558,0.0675845264569903
6,12,7,8,0,0.735937890612558,0.0675845264569903
6,13,7,8,0,0.735937890612558,0.0675845264569903
6,14,7,8,0,0.735937890612558,0.0675845264569903
6,15,5,8,0,0.735937890612558,0.0675845264569903
6,16,6,8,0,0.735937890612558,0.0675845264569903
6,17,4,8,0,0.735937890612558,0.0675845264569903
6,18,6,8,0,0.735937890612558,0.0675845264569903
6,19,5,8,0,0.735937890612558,0.0675845264569903
6,20,7,8,0,0.735937890612558,0.0675845264569903
6,21,5,8,0,0.735937890612558,0.0675845264569903
6,22,7,8,0,0.735937890612558,0.0675845264569903
6,23,7,8,0,0.735937890612558,0.0675845264569903
6,24,7,8,0,0.735937890612558,0.0675845264569903
6,25,6,8,0,0.735937890612558,0.0675845264569903
6,26,6,8,0,0.735937890612558,0.0675845264569903
6,27,7,8,0,0.735937890612558,0.0675845264569903
6,28,6,8,0,0.735937890612558,0.0675845264569903
6,29,8,8,0,0.735937890612558,0.0675845264569903
6,30,5,8,0,0.735937890612558,0.0675845264569903
6,31,5,8,0,0.735937890612558,0.0675845264569903
6,32,4,8,0,0.735937890612558,0.0675845264569903
6,33,6,8,0,0.735937890612558,0.0675845264569903
6,34,6,8,0,0.735937890612558,0.0675845264569903
6,35,7,8,0,0.735937890612558,0.0675845264569903
6,36,5,8,0,0.735937890612558,0.0675845264569903
6,37,4,8,0,0.735937890612558,0.0675845264569903
6,38,6,8,0,0.735937890612558,0.0675845264569903
6,39,7,8,0,0.735937890612558,0.0675845264569903
6,40,4,8,0,0.735937890612558,0.0675845264569903
7,1,3,4,1,0.820285759810853,0.156076363905919
7,2,2,4,1,0.820285759810853,0.156076363905919
7,3,3,4,1,0.820285759810853,0.156076363905919
7,4,2,4,1,0.820285759810853,0.156076363905919
7,5,3,4,1,0.820285759810853,0.156076363905919
7,6,2,4,1,0.820285759810853,0.156076363905919
7,7,3,4,1,0.820285759810853,0.156076363905919
7,8,3,4,1,0.820285759810853,0.156076363905919
7,9,2,4,0,0.820285759810853,0.156076363905919
7,10,2,4,0,0.820285759810853,0.156076363905919
7,11,1,4,0,0.820285759810853,0.156076363905919
7,12,3,4,0,0.820285759810853,0.156076363905919
7,13,3,4,0,0.820285759810853,0.156076363905919
7,14,3,4,0,0.820285759810853,0.156076363905919
7,15,4,4,0,0.820285759810853,0.156076363905919
7,16,3,4,0,0.820285759810853,0.156076363905919
7,17,3,4,0,0.820285759810853,0.156076363905919
7,18,3,4,0,0.820285759810853,0.156076363905919
7,19,4,4,0,0.820285759810853,0.156076363905919
7,20,2,4,0,0.820285759810853,0.156076363905919
7,21,4,4,0,0.820285759810853,0.156076363905919
7,22,2,4,0,0.820285759810853,0.156076363905919
7,23,3,4,0,0.820285759810853,0.156076363905919
7,24,4,4,0,0.820285759810853,0.156076363905919
7,25,1,4,0,0.820285759810853,0.156076363905919
7,26,4,4,0,0.820285759810853,0.156076363905919
7,27,4,4,0,0.820285759810853,0.156076363905919
7,28,3,4,0,0.820285759810853,0.156076363905919
7,29,3,4,0,0.820285759810853,0.156076363905919
7,30,4,4,0,0.820285759810853,0.156076363905919
7,31,3,4,0,0.820285759810853,0.156076363905919
7,32,2,4,0,0.820285759810853,0.156076363905919
7,33,1,4,0,0.820285759810853,0.156076363905919
7,34,4,4,0,0.820285759810853,0.156076363905919
7,35,3,4,0,0.820285759810853,0.156076363905919
7,36,3,4,0,0.820285759810853,0.156076363905919
7,37,3,4,0,0.820285759810853,0.156076363905919
7,38,3,4,0,0.820285759810853,0.156076363905919
7,39,2,4,0,0.820285759810853,0.156076363905919
7,40,4,4,0,0.820285759810853,0.156076363905919
7,1,3,8,1,0.779589190984527,0.0728006130288049
7,2,3,8,1,0.779589190984527,0.0728006130288049
7,3,5,8,1,0.779589190984527,0.0728006130288049
7,4,5,8,0,0.779589190984527,0.0728006130288049
7,5,8,8,0,0.779589190984527,0.0728006130288049
7,6,8,8,0,0.779589190984527,0.0728006130288049
